customer_id,recency,frequency,price sum,price_mean,spend_90_total,spend_90_flag,pred_90_spend,pre_prob
7121,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7122,-371.0,2,49.47,24.735,0.0,0.0,1.3431127,0.10221331
7123,-238.0,3,83.2,27.733333333333334,0.0,0.0,7.769681,0.2013711
7124,-428.0,1,29.58,29.58,0.0,0.0,1.1987839,0.085114494
7125,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7126,-387.0,2,57.760000000000005,28.880000000000003,0.0,0.0,3.0985487,0.1066626
7127,-387.0,2,68.62,34.31,0.0,0.0,3.1612873,0.115516365
7128,-15.0,6,104.94,17.49,46.2,1.0,18.088028,0.40941164
7129,-428.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7130,-15.0,6,318.09,53.01499999999999,70.45,1.0,37.513893,0.38453913
7131,-177.0,2,146.6,73.3,0.0,0.0,8.959272,0.17940664
7132,-405.0,1,13.97,13.97,0.0,0.0,1.1780261,0.09092097
7133,-428.0,1,37.51,37.51,0.0,0.0,1.1987839,0.085114494
7134,-428.0,1,23.54,23.54,0.0,0.0,1.1987839,0.085114494
7135,-285.0,2,32.769999999999996,16.384999999999998,0.0,0.0,4.367913,0.16621494
7136,-428.0,1,32.29,32.29,0.0,0.0,1.1987839,0.085114494
7137,-428.0,1,10.0,10.0,0.0,0.0,1.0976171,0.085114494
7138,-138.0,3,94.64,31.546666666666667,56.88,1.0,10.309903,0.22759478
7139,-14.0,10,257.24,25.724,0.0,0.0,37.99193,0.5556277
7140,-428.0,1,99.76,99.76,0.0,0.0,1.7890109,0.085114494
7141,-428.0,1,44.69,44.69,0.0,0.0,1.2538695,0.085114494
7142,-160.0,4,54.69,13.6725,0.0,0.0,6.6292725,0.1855864
7143,-428.0,1,21.76,21.76,0.0,0.0,1.1539422,0.085114494
7144,-8.0,6,1336.99,222.83166666666668,161.22,1.0,140.08072,0.45763856
7145,-9.0,101,2063.9,20.434653465346535,15.49,1.0,76.28569,0.6299533
7146,-428.0,1,40.7,40.7,0.0,0.0,1.2538695,0.085114494
7147,-256.0,2,174.6,87.3,0.0,0.0,9.593062,0.17884119
7148,-113.0,7,400.16,57.16571428571429,0.0,0.0,26.079683,0.30052546
7149,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7150,-428.0,1,17.76,17.76,0.0,0.0,1.0976171,0.085114494
7151,-35.0,4,110.97999999999999,27.744999999999997,47.96,1.0,14.278808,0.29486054
7152,-267.0,7,545.47,77.92428571428572,0.0,0.0,15.293574,0.20021765
7153,-428.0,1,62.9,62.9,0.0,0.0,1.7148211,0.085114494
7154,-186.0,3,126.33999999999999,42.11333333333333,0.0,0.0,9.847102,0.20719382
7155,-22.0,3,125.45,41.81666666666667,0.0,0.0,16.214256,0.3082923
7156,-428.0,1,34.75,34.75,0.0,0.0,1.1987839,0.085114494
7157,-303.0,2,82.2,41.1,0.0,0.0,5.661291,0.17114991
7158,-428.0,1,58.31,58.31,0.0,0.0,1.9347413,0.085114494
7159,-428.0,1,26.14,26.14,0.0,0.0,1.1987839,0.085114494
7160,-428.0,1,11.77,11.77,11.49,1.0,1.0976171,0.085114494
7161,-428.0,1,18.99,18.99,0.0,0.0,1.0976171,0.085114494
7162,-285.0,2,21.75,10.875,0.0,0.0,4.367913,0.16774212
7163,-428.0,1,382.62,382.62,0.0,0.0,2.2402303,0.085114494
7164,-197.0,2,37.67,18.835,0.0,0.0,4.012273,0.15393488
7165,-407.0,2,29.92,14.96,0.0,0.0,1.2880269,0.09828813
7166,-213.0,2,98.55,49.275,0.0,0.0,9.142044,0.20742281
7167,-428.0,1,30.32,30.32,0.0,0.0,1.1987839,0.085114494
7168,-321.0,2,74.80000000000001,37.400000000000006,0.0,0.0,4.2750435,0.12123244
7169,-428.0,1,14.96,14.96,0.0,0.0,1.0976171,0.085114494
7170,-17.0,3,81.34,27.113333333333333,0.0,0.0,13.084962,0.29486054
7171,-428.0,1,46.48,46.48,0.0,0.0,1.2538695,0.085114494
7172,-426.0,2,45.71,22.855,42.97,1.0,1.2627039,0.10112086
7173,-129.0,6,250.95,41.824999999999996,0.0,0.0,22.021494,0.31466037
7174,-400.0,2,27.96,13.98,0.0,0.0,1.2880269,0.10074497
7175,-428.0,1,14.37,14.37,0.0,0.0,1.0976171,0.085114494
7176,-44.0,8,203.68,25.46,43.96,1.0,26.891514,0.42198735
7177,-72.0,11,270.85,24.622727272727275,0.0,0.0,30.116762,0.40188667
7178,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7179,-395.0,3,45.72,15.24,0.0,0.0,1.8077844,0.10026484
7180,-428.0,1,5.99,5.99,0.0,0.0,1.0976171,0.085114494
7181,-428.0,1,16.36,16.36,0.0,0.0,1.0976171,0.085114494
7182,-90.0,5,159.46,31.892000000000003,0.0,0.0,15.792933,0.24210048
7183,-428.0,1,14.37,14.37,0.0,0.0,1.0976171,0.085114494
7184,-426.0,1,34.36,34.36,0.0,0.0,1.1987839,0.085114494
7185,-428.0,2,29.33,14.665,0.0,0.0,1.2076182,0.08693323
7186,-314.0,3,88.63,29.543333333333333,0.0,0.0,6.1149874,0.16758028
7187,-126.0,2,34.26,17.13,0.0,0.0,4.838323,0.17385943
7188,-267.0,3,47.620000000000005,15.873333333333335,0.0,0.0,5.1126432,0.1612694
7189,-428.0,1,23.76,23.76,0.0,0.0,1.1987839,0.085114494
7190,-428.0,1,5.78,5.78,0.0,0.0,1.0976171,0.085114494
7191,-428.0,1,51.96,51.96,0.0,0.0,1.9063984,0.085114494
7192,-428.0,1,6.79,6.79,0.0,0.0,1.0976171,0.085114494
7193,-7.0,10,195.3,19.53,65.53,1.0,30.339909,0.58035326
7194,-406.0,2,35.76,17.88,12.99,1.0,1.2880269,0.09828813
7195,-428.0,1,33.52,33.52,0.0,0.0,1.1987839,0.085114494
7196,-232.0,3,100.72,33.57333333333333,0.0,0.0,7.7520595,0.20719382
7197,-118.0,3,78.1,26.03333333333333,0.0,0.0,9.767838,0.21665072
7198,-428.0,1,28.74,28.74,0.0,0.0,1.1987839,0.085114494
7199,-107.0,3,56.3,18.766666666666666,0.0,0.0,7.409643,0.1547834
7200,-128.0,2,26.759999999999998,13.379999999999999,0.0,0.0,4.838323,0.16521056
7201,-428.0,1,14.79,14.79,0.0,0.0,1.0976171,0.085114494
7202,-428.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7203,-20.0,20,735.9,36.795,216.85,1.0,135.30025,0.5780612
7204,-232.0,2,23.259999999999998,11.629999999999999,0.0,0.0,4.289248,0.17635344
7205,-245.0,2,59.239999999999995,29.619999999999997,0.0,0.0,4.972945,0.17591058
7206,-46.0,2,42.34,21.17,0.0,0.0,5.826954,0.19031921
7207,-428.0,1,29.99,29.99,0.0,0.0,1.1987839,0.085114494
7208,-427.0,1,83.19,83.19,0.0,0.0,1.7890109,0.085114494
7209,-373.0,2,49.98,24.99,0.0,0.0,1.3431127,0.10221331
7210,-428.0,1,15.36,15.36,0.0,0.0,1.0976171,0.085114494
7211,-428.0,1,15.76,15.76,0.0,0.0,1.0976171,0.085114494
7212,-428.0,1,23.54,23.54,0.0,0.0,1.1987839,0.085114494
7213,-8.0,13,316.69,24.36076923076923,57.45,1.0,47.685444,0.6000967
7214,-428.0,1,36.54,36.54,0.0,0.0,1.1987839,0.085114494
7215,-283.0,2,90.67,45.335,31.97,1.0,9.117991,0.21533294
7216,-428.0,1,31.54,31.54,0.0,0.0,1.1987839,0.085114494
7217,-363.0,3,121.13,40.376666666666665,0.0,0.0,3.7834594,0.12042988
7218,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7219,-428.0,1,14.96,14.96,0.0,0.0,1.0976171,0.085114494
7220,-428.0,1,14.96,14.96,0.0,0.0,1.0976171,0.085114494
7221,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7222,-31.0,9,155.23,17.247777777777777,16.57,1.0,23.038855,0.4495262
7223,-428.0,1,36.5,36.5,0.0,0.0,1.1987839,0.085114494
7224,-427.0,1,52.08,52.08,0.0,0.0,1.9063984,0.085114494
7225,-379.0,3,45.28,15.093333333333334,0.0,0.0,1.8077844,0.10221331
7226,-428.0,1,10.77,10.77,0.0,0.0,1.0976171,0.085114494
7227,-315.0,2,34.95,17.475,0.0,0.0,3.4919925,0.117478095
7228,-428.0,1,115.94,115.94,0.0,0.0,1.7670583,0.085114494
7229,-8.0,4,45.24,11.31,0.0,0.0,12.202518,0.32346326
7230,-428.0,1,24.54,24.54,0.0,0.0,1.1987839,0.085114494
7231,-428.0,1,24.99,24.99,0.0,0.0,1.1987839,0.085114494
7232,-27.0,3,137.84,45.946666666666665,201.86,1.0,18.031233,0.3082923
7233,-214.0,2,75.61,37.805,0.0,0.0,5.8576055,0.17627497
7234,-71.0,2,23.950000000000003,11.975000000000001,0.0,0.0,5.283455,0.16516644
7235,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7236,-117.0,3,98.69999999999999,32.9,0.0,0.0,10.167728,0.22759478
7237,-428.0,1,20.74,20.74,0.0,0.0,1.1539422,0.085114494
7238,-428.0,1,10.97,10.97,0.0,0.0,1.0976171,0.085114494
7239,-428.0,1,37.74,37.74,0.0,0.0,1.2538695,0.085114494
7240,-83.0,2,30.479999999999997,15.239999999999998,0.0,0.0,5.283455,0.14939018
7241,-201.0,2,25.96,12.98,23.08,1.0,4.012273,0.15547916
7242,-428.0,1,38.9,38.9,0.0,0.0,1.2538695,0.085114494
7243,-428.0,1,100.32,100.32,0.0,0.0,1.7670583,0.085114494
7244,-428.0,1,14.96,14.96,0.0,0.0,1.0976171,0.085114494
7245,-428.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7246,-97.0,5,1230.02,246.004,340.65,1.0,249.67793,0.2547159
7247,-428.0,1,27.73,27.73,0.0,0.0,1.1987839,0.085114494
7248,-428.0,1,15.7,15.7,0.0,0.0,1.0976171,0.085114494
7249,-385.0,1,28.56,28.56,0.0,0.0,1.2791927,0.093146324
7250,-84.0,5,476.1,95.22,0.0,0.0,41.24259,0.24953648
7251,-428.0,1,15.99,15.99,0.0,0.0,1.0976171,0.085114494
7252,-240.0,2,61.06,30.53,0.0,0.0,4.972945,0.15750636
7253,-428.0,1,35.77,35.77,0.0,0.0,1.1987839,0.085114494
7254,-142.0,2,73.22999999999999,36.614999999999995,0.0,0.0,5.5568957,0.16498128
7255,-336.0,2,25.88,12.94,0.0,0.0,2.984612,0.115572795
7256,-28.0,4,119.02,29.755,53.35,1.0,15.108113,0.31646225
7257,-428.0,1,24.99,24.99,0.0,0.0,1.1987839,0.085114494
7258,-428.0,1,14.99,14.99,0.0,0.0,1.0976171,0.085114494
7259,-79.0,2,102.8,51.4,100.44,1.0,16.11401,0.17787102
7260,-428.0,1,27.94,27.94,0.0,0.0,1.1987839,0.085114494
7261,-428.0,1,10.97,10.97,0.0,0.0,1.0976171,0.085114494
7262,-182.0,2,20.48,10.24,0.0,0.0,4.012273,0.15547916
7263,-428.0,1,25.99,25.99,0.0,0.0,1.1987839,0.085114494
7264,-216.0,3,53.51,17.836666666666666,0.0,0.0,5.0339785,0.1758032
7265,-34.0,4,118.69,29.6725,54.85,1.0,14.815392,0.31646225
7266,-428.0,1,131.16,131.16,0.0,0.0,1.8102659,0.085114494
7267,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7268,-428.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7269,-366.0,3,82.51,27.503333333333334,0.0,0.0,3.6744254,0.11668134
7270,-117.0,3,199.41,66.47,0.0,0.0,14.566777,0.21939564
7271,-428.0,1,20.99,20.99,0.0,0.0,1.1539422,0.085114494
7272,-155.0,4,182.33999999999997,45.584999999999994,0.0,0.0,15.605284,0.23074043
7273,-115.0,3,79.95,26.650000000000002,0.0,0.0,9.767838,0.22303621
7274,-1.0,24,725.78,30.24083333333333,49.480000000000004,1.0,104.417404,0.64397025
7275,-11.0,2,67.59,33.795,0.0,0.0,7.87846,0.18879598
7276,-428.0,1,19.99,19.99,0.0,0.0,1.1539422,0.085114494
7277,-428.0,1,26.99,26.99,0.0,0.0,1.1987839,0.085114494
7278,-428.0,1,19.99,19.99,0.0,0.0,1.1539422,0.085114494
7279,-428.0,1,19.99,19.99,0.0,0.0,1.1539422,0.085114494
7280,-374.0,2,40.31,20.155,49.49,1.0,1.3431127,0.10221331
7281,-428.0,1,19.99,19.99,0.0,0.0,1.1539422,0.085114494
7282,-428.0,1,3.99,3.99,0.0,0.0,1.0976171,0.085114494
7283,-2.0,3,151.8,50.6,0.0,0.0,24.389116,0.2907036
7284,-143.0,3,38.730000000000004,12.910000000000002,11.49,1.0,6.6525927,0.1855989
7285,-428.0,1,11.97,11.97,0.0,0.0,1.0976171,0.085114494
7286,-428.0,1,9.99,9.99,0.0,0.0,1.0976171,0.085114494
7287,-428.0,1,83.16,83.16,0.0,0.0,1.7890109,0.085114494
7288,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7289,-28.0,3,105.1,35.03333333333333,0.0,0.0,13.630515,0.29486054
7290,-414.0,1,89.4,89.4,0.0,0.0,1.8580844,0.083297014
7291,-257.0,3,363.56,121.18666666666667,72.48,1.0,8.7912855,0.18191552
7292,-80.0,2,75.94999999999999,37.974999999999994,0.0,0.0,5.590672,0.15776204
7293,-428.0,1,19.99,19.99,0.0,0.0,1.1539422,0.085114494
7294,-19.0,3,86.42,28.80666666666667,0.0,0.0,13.084962,0.29486054
7295,-398.0,2,95.19,47.595,0.0,0.0,3.2817721,0.11320153
7296,-392.0,2,80.03,40.015,0.0,0.0,3.2075822,0.11320153
7297,-428.0,1,46.37,46.37,0.0,0.0,1.2538695,0.085114494
7298,-428.0,1,19.77,19.77,82.48,1.0,1.1539422,0.085114494
7299,-190.0,2,19.78,9.89,0.0,0.0,4.012273,0.15547916
7300,-111.0,5,72.56,14.512,39.46,1.0,7.523958,0.2582193
7301,-428.0,1,14.96,14.96,0.0,0.0,1.0976171,0.085114494
7302,-428.0,1,23.54,23.54,0.0,0.0,1.1987839,0.085114494
7303,-428.0,1,14.96,14.96,0.0,0.0,1.0976171,0.085114494
7304,-96.0,3,43.92,14.64,0.0,0.0,7.3736167,0.17730692
7305,-386.0,2,36.93,18.465,0.0,0.0,1.2880269,0.101176225
7306,-167.0,9,636.25,70.69444444444444,0.0,0.0,38.893127,0.23782042
7307,-390.0,2,77.89,38.945,18.49,1.0,3.2075822,0.115516365
7308,-298.0,3,41.71,13.903333333333334,0.0,0.0,3.9566638,0.14994277
7309,-348.0,5,343.46,68.692,53.96,1.0,8.068002,0.136336
7310,-419.0,1,13.77,13.77,141.87,1.0,1.166691,0.085114494
7311,-428.0,1,19.99,19.99,0.0,0.0,1.1539422,0.085114494
7312,-428.0,1,20.99,20.99,0.0,0.0,1.1539422,0.085114494
7313,-428.0,1,32.6,32.6,0.0,0.0,1.1987839,0.085114494
7314,-246.0,3,60.31,20.103333333333335,0.0,0.0,5.258976,0.17049418
7315,-428.0,2,47.480000000000004,23.740000000000002,0.0,0.0,1.2627039,0.08295248
7316,-37.0,2,26.189999999999998,13.094999999999999,25.49,1.0,7.8413515,0.20377961
7317,-428.0,1,68.67,68.67,0.0,0.0,1.7148211,0.085114494
7318,-428.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7319,-427.0,1,61.24,61.24,0.0,0.0,1.7148211,0.085114494
7320,-428.0,1,18.99,18.99,0.0,0.0,1.0976171,0.085114494
7321,-154.0,3,66.31,22.103333333333335,12.99,1.0,7.1969976,0.25924727
7322,-78.0,4,92.02,23.005,0.0,0.0,10.619573,0.23841839
7323,-10.0,22,827.28,37.60363636363636,0.0,0.0,118.24491,0.63472337
7324,-428.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7325,-428.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7326,-216.0,4,72.66,18.165,0.0,0.0,6.285605,0.18580744
7327,-280.0,3,123.17,41.056666666666665,37.86,1.0,9.017899,0.20306313
7328,-428.0,1,14.96,14.96,0.0,0.0,1.0976171,0.085114494
7329,-40.0,8,524.54,65.5675,41.97,1.0,86.70322,0.5018399
7330,-428.0,1,16.36,16.36,0.0,0.0,1.0976171,0.085114494
7331,-420.0,2,27.13,13.565,0.0,0.0,1.2766919,0.13166393
7332,-428.0,1,15.76,15.76,0.0,0.0,1.0976171,0.085114494
7333,-275.0,3,287.9,95.96666666666665,0.0,0.0,8.8975115,0.16048266
7334,-428.0,1,14.37,14.37,0.0,0.0,1.0976171,0.085114494
7335,-416.0,1,17.3,17.3,0.0,0.0,1.166691,0.083297014
7336,-355.0,2,230.07999999999998,115.03999999999999,0.0,0.0,2.206202,0.111834496
7337,-111.0,4,63.17,15.7925,31.49,1.0,7.283174,0.25763997
7338,-93.0,8,129.67,16.20875,0.0,0.0,16.854214,0.37871683
7339,-414.0,2,65.87,32.935,0.0,0.0,2.2616556,0.11320153
7340,-428.0,1,9.98,9.98,0.0,0.0,1.0976171,0.085114494
7341,-428.0,1,14.37,14.37,0.0,0.0,1.0976171,0.085114494
7342,-420.0,2,113.71000000000001,56.855000000000004,0.0,0.0,2.3358455,0.11308076
7343,-59.0,3,55.15,18.383333333333333,0.0,0.0,7.475916,0.19101264
7344,-400.0,1,16.7,16.7,0.0,0.0,1.1780261,0.09345109
7345,-81.0,2,39.410000000000004,19.705000000000002,0.0,0.0,5.283455,0.16780943
7346,-428.0,1,14.37,14.37,0.0,0.0,1.0976171,0.085114494
7347,-165.0,4,74.08,18.52,16.49,1.0,6.4382405,0.23024064
7348,-428.0,1,35.8,35.8,0.0,0.0,1.1987839,0.085114494
7349,-20.0,2,87.64999999999999,43.824999999999996,0.0,0.0,11.765632,0.21359394
7350,-419.0,1,13.97,13.97,0.0,0.0,1.166691,0.085114494
7351,-387.0,2,45.9,22.95,0.0,0.0,1.3431127,0.101176225
7352,-422.0,2,62.29,31.145,15.49,1.0,2.2616556,0.1369255
7353,-428.0,1,31.99,31.99,0.0,0.0,1.1987839,0.085114494
7354,-381.0,2,170.85,85.425,0.0,0.0,3.363333,0.10409736
7355,-356.0,2,29.33,14.665,14.99,1.0,1.4503071,0.13675942
7356,-423.0,3,85.99,28.66333333333333,0.0,0.0,2.7057207,0.115252346
7357,-428.0,1,19.99,19.99,0.0,0.0,1.1539422,0.085114494
7358,-381.0,2,63.43,31.715,42.7,1.0,3.1612873,0.11668134
7359,-52.0,11,327.66999999999996,29.788181818181815,0.0,0.0,30.429281,0.47896284
7360,-414.0,1,37.31,37.31,0.0,0.0,1.2678576,0.083297014
7361,-428.0,1,36.48,36.48,0.0,0.0,1.1987839,0.085114494
7362,-161.0,4,120.35000000000001,30.087500000000002,0.0,0.0,11.697887,0.23170553
7363,-19.0,2,63.15,31.575,0.0,0.0,7.5819683,0.18879598
7364,-428.0,1,46.72,46.72,0.0,0.0,1.2538695,0.085114494
7365,-426.0,2,44.36,22.18,0.0,0.0,1.2627039,0.10112086
7366,-8.0,2,214.01,107.005,0.0,0.0,12.876339,0.13389611
7367,-403.0,2,47.98,23.99,0.0,0.0,1.3431127,0.09828813
7368,-389.0,3,61.66,20.55333333333333,0.0,0.0,3.5004454,0.11779431
7369,-333.0,3,42.28,14.093333333333334,0.0,0.0,3.449284,0.16501999
7370,-427.0,1,11.97,11.97,0.0,0.0,1.0976171,0.085114494
7371,-426.0,2,30.33,15.165,0.0,0.0,1.2076182,0.08693323
7372,-427.0,1,15.76,15.76,0.0,0.0,1.0976171,0.085114494
7373,-397.0,2,35.14,17.57,0.0,0.0,1.2880269,0.09828813
7374,-338.0,2,25.740000000000002,12.870000000000001,35.26,1.0,2.984612,0.115572795
7375,-140.0,5,82.44,16.488,0.0,0.0,9.987128,0.26555893
7376,-427.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7377,-28.0,15,503.89,33.592666666666666,41.79,1.0,87.69464,0.52390957
7378,-247.0,2,69.44,34.72,0.0,0.0,5.93627,0.187155
7379,-427.0,1,14.37,14.37,0.0,0.0,1.0976171,0.085114494
7380,-415.0,2,44.94,22.47,0.0,0.0,1.3317776,0.09828813
7381,-427.0,1,56.69,56.69,0.0,0.0,2.1210084,0.085114494
7382,-383.0,1,13.97,13.97,40.98,1.0,1.1780261,0.09037434
7383,-38.0,4,169.75,42.4375,0.0,0.0,16.093086,0.3082923
7384,-267.0,2,233.06,116.53,0.0,0.0,7.573584,0.1489995
7385,-427.0,1,37.47,37.47,26.48,1.0,1.1987839,0.085114494
7386,-427.0,1,13.99,13.99,0.0,0.0,1.0976171,0.085114494
7387,-427.0,1,28.33,28.33,0.0,0.0,1.1987839,0.085114494
7388,-427.0,1,15.36,15.36,0.0,0.0,1.0976171,0.085114494
7389,-395.0,2,28.950000000000003,14.475000000000001,0.0,0.0,1.2880269,0.09828813
7390,-427.0,1,15.36,15.36,0.0,0.0,1.0976171,0.085114494
7391,-106.0,13,794.28,61.098461538461535,0.0,0.0,58.53245,0.39477533
7392,-427.0,1,14.79,14.79,0.0,0.0,1.0976171,0.085114494
7393,-16.0,10,276.87,27.687,33.25,1.0,38.522938,0.55478865
7394,-427.0,1,49.68,49.68,0.0,0.0,1.2538695,0.085114494
7395,-19.0,4,174.15,43.5375,0.0,0.0,19.09089,0.3082923
7396,-427.0,1,58.59,58.59,0.0,0.0,1.9347413,0.085114494
7397,-427.0,1,80.78,80.78,0.0,0.0,1.7148211,0.085114494
7398,-425.0,1,26.94,26.94,0.0,0.0,1.1987839,0.085114494
7399,-11.0,6,116.8,19.466666666666665,14.99,1.0,18.804953,0.4069465
7400,-427.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7401,-427.0,1,33.13,33.13,0.0,0.0,1.1987839,0.085114494
7402,-198.0,4,64.74,16.185,0.0,0.0,5.233142,0.16645154
7403,-161.0,2,155.95,77.975,0.0,0.0,12.969397,0.17819446
7404,-427.0,1,12.49,12.49,12.99,1.0,1.0976171,0.085114494
7405,-143.0,4,279.67,69.9175,0.0,0.0,16.821415,0.2567147
7406,-427.0,1,72.99,72.99,0.0,0.0,1.7148211,0.085114494
7407,-427.0,1,19.99,19.99,0.0,0.0,1.1539422,0.085114494
7408,-427.0,1,41.52,41.52,0.0,0.0,1.2538695,0.085114494
7409,-349.0,2,24.75,12.375,0.0,0.0,2.6298482,0.115572795
7410,-427.0,1,26.94,26.94,0.0,0.0,1.1987839,0.085114494
7411,-230.0,5,177.70000000000002,35.540000000000006,33.98,1.0,12.510125,0.22048348
7412,-427.0,1,161.47,161.47,0.0,0.0,1.891537,0.085114494
7413,-427.0,1,14.3,14.3,0.0,0.0,1.0976171,0.085114494
7414,-383.0,4,122.50999999999999,30.627499999999998,0.0,0.0,3.6744254,0.12042988
7415,-95.0,6,311.14,51.85666666666666,0.0,0.0,26.5097,0.35456365
7416,-419.0,1,51.38,51.38,0.0,0.0,1.3229431,0.085114494
7417,-335.0,2,177.99,88.995,0.0,0.0,7.577286,0.13377911
7418,-422.0,1,27.73,27.73,0.0,0.0,1.2678576,0.085114494
7419,-414.0,1,11.97,11.97,0.0,0.0,1.166691,0.083297014
7420,-170.0,4,64.71,16.1775,0.0,0.0,5.233142,0.18544343
7421,-91.0,3,122.38,40.79333333333333,0.0,0.0,12.200044,0.22759478
7422,-427.0,1,21.99,21.99,0.0,0.0,1.1539422,0.085114494
7423,-392.0,1,25.54,25.54,0.0,0.0,1.2791927,0.09345109
7424,-144.0,3,69.87,23.290000000000003,0.0,0.0,7.185197,0.24563396
7425,-427.0,1,40.9,40.9,0.0,0.0,1.2538695,0.085114494
7426,-22.0,17,817.17,48.06882352941176,60.94,1.0,91.05068,0.565822
7427,-140.0,4,309.42999999999995,77.35749999999999,0.0,0.0,18.193138,0.2567147
7428,-10.0,2,28.35,14.175,0.0,0.0,8.614446,0.21237218
7429,-427.0,1,35.76,35.76,0.0,0.0,1.1987839,0.085114494
7430,-200.0,2,27.48,13.74,0.0,0.0,4.012273,0.14481428
7431,-315.0,3,33.85,11.283333333333333,0.0,0.0,3.9566638,0.10567455
7432,-427.0,1,11.77,11.77,0.0,0.0,1.0976171,0.085114494
7433,-427.0,1,30.73,30.73,0.0,0.0,1.1987839,0.085114494
7434,-113.0,4,342.66,85.665,0.0,0.0,20.858131,0.24953648
7435,-324.0,4,173.20999999999998,43.302499999999995,0.0,0.0,8.007121,0.13550743
7436,-145.0,2,77.56,38.78,0.0,0.0,9.351251,0.16846605
7437,-427.0,1,43.14,43.14,0.0,0.0,1.2538695,0.085114494
7438,-427.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7439,-363.0,2,82.77,41.385,0.0,0.0,3.2817721,0.11668134
7440,-427.0,1,15.96,15.96,0.0,0.0,1.0976171,0.085114494
7441,-74.0,4,129.16,32.29,18.49,1.0,13.429838,0.2413664
7442,-426.0,1,15.36,15.36,0.0,0.0,1.0976171,0.085114494
7443,-65.0,4,120.57,30.1425,80.44,1.0,12.200273,0.2413664
7444,-427.0,1,38.9,38.9,0.0,0.0,1.2538695,0.085114494
7445,-427.0,1,14.37,14.37,0.0,0.0,1.0976171,0.085114494
7446,-256.0,3,93.67,31.223333333333333,0.0,0.0,7.830724,0.20719382
7447,-424.0,2,38.5,19.25,0.0,0.0,1.2627039,0.10112086
7448,-427.0,1,69.98,69.98,0.0,0.0,1.7148211,0.085114494
7449,-399.0,2,49.519999999999996,24.759999999999998,0.0,0.0,1.3431127,0.09828813
7450,-89.0,10,244.73,24.473,13.99,1.0,27.294474,0.43398234
7451,-371.0,2,26.14,13.07,0.0,0.0,1.2880269,0.098737024
7452,-82.0,8,501.19,62.64875,76.02,1.0,63.57024,0.49713117
7453,-427.0,1,23.73,23.73,116.42,1.0,1.1987839,0.085114494
7454,-427.0,1,28.74,28.74,0.0,0.0,1.1987839,0.085114494
7455,-427.0,1,37.89,37.89,23.08,1.0,1.2538695,0.085114494
7456,-25.0,2,49.980000000000004,24.990000000000002,0.0,0.0,8.024529,0.18879598
7457,-120.0,2,28.36,14.18,0.0,0.0,4.838323,0.1508575
7458,-161.0,3,70.7,23.566666666666666,38.98,1.0,7.1969976,0.21852043
7459,-241.0,2,49.31,24.655,0.0,0.0,4.540852,0.17641206
7460,-423.0,2,44.37,22.185,0.0,0.0,1.2627039,0.120283365
7461,-52.0,10,368.26,36.826,74.95,1.0,30.429281,0.47896284
7462,-427.0,1,12.49,12.49,0.0,0.0,1.0976171,0.085114494
7463,-299.0,5,116.62,23.324,25.48,1.0,6.4437633,0.15659724
7464,-427.0,1,20.99,20.99,0.0,0.0,1.1539422,0.085114494
7465,-427.0,1,43.54,43.54,0.0,0.0,1.2538695,0.085114494
7466,-427.0,1,9.97,9.97,0.0,0.0,1.0976171,0.085114494
7467,-355.0,2,51.29,25.645,0.0,0.0,1.480912,0.11650503
7468,-342.0,2,112.0,56.0,0.0,0.0,4.6672497,0.14575507
7469,-142.0,11,357.24,32.47636363636364,26.98,1.0,19.715736,0.37093621
7470,0.0,27,742.71,27.50777777777778,23.08,1.0,83.40439,0.6158922
7471,-31.0,13,397.96,30.61230769230769,21.48,1.0,65.62457,0.5213059
7472,-120.0,3,40.82,13.606666666666667,0.0,0.0,6.6525927,0.1855989
7473,-412.0,2,20.549999999999997,10.274999999999999,0.0,0.0,1.2318501,0.11584893
7474,-427.0,1,49.96,49.96,0.0,0.0,1.2538695,0.085114494
7475,-427.0,1,14.37,14.37,0.0,0.0,1.0976171,0.085114494
7476,-427.0,1,13.97,13.97,0.0,0.0,1.0976171,0.085114494
7477,-175.0,2,73.97,36.985,0.0,0.0,5.626325,0.16576198
